Status,Precio USD,Area m2,USD/m2,Ambientes,Direccion,Notas,URL
pending,99900,55,1816,3,"Blanco Encalada 2139","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-3-ambientes-con-balcon-en-belgrano-oportunidad-58441007.html
rejected,59999,54,1111,3,"Correa  al 3700 Saavedra - Capital Federal","Esta bien el depto, la distribucion y el precio pero el edificio es horrible",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-ambientes-saavedra-56951179.html
pending,95000,42,2262,2,"Arenales 2500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclcoin-consultorio-venta-2-ambientes-recoleta-59076422.html
pending,75000,40,1875,2,"Jose Gervasio Artigas 3000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-villa-del-parque-capital-56363736.html
rejected,90000,48,1875,2,"Sánchez al 2200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-48-m-sup2--con-balcon-58024804.html
pending,,211,,4,"Avenida Del Libertador  al 7400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-cuatro-ambientes-con-dep.-de-serv.-torre-56928835.html
pending,95000,52,1827,3,"Domingo Romero  al 1800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-3-amb-belgrano-chico-56719718.html
pending,95900,51,1880,3,"Campana 2800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-vende-3-amb-luminoso-villa-del-parque-apto-credito-58886346.html
pending,63000,41,1537,2,"Av Mosconi 2200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-de-departamento-2-ambientes-villa-pueyrredon.-56818598.html
pending,93000,60,1550,3,"Monroe  al 3600","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-ambientes-c-balcon-a-reciclar-58739364.html
pending,95000,49,1939,3,"Av. Corrientes al 5000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-almagro-norte-58716114.html
rejected,96000,44,2182,1,"Thames 207","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-monoambiente-a-estrenar-villa-56064313.html
pending,94000,41,2293,1,"1 Amb Recoleta - Billinghurst al 1200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-amplio-semipiso-monoambiente-divisible-moderno-en-56148553.html
pending,90000,58,1552,3,"Avenida Forest 400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-hermoso-3-amb-con-cocina-sep.-y-luz.-chacarita-59031900.html
pending,73000,47,1553,2,"Caracas 2200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-en-villa-general-mitre-duplex-59098205.html
rejected,99000,55,1800,2,"Colpayo 400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-colpayo-400-venta-2-ambientes-balcon-caballito-apto-58328509.html
rejected,89999,42,2143,3,"Avenida San Martín 1800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-ambientes-villa-crespo-59029486.html
rejected,72000,40,1800,2,"Olaguer y Feliu  al 2400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-ambientes-en-venta-belgrano-59038846.html
pending,83500,51,1637,3,"Valentín Virasoro 1200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-dpto-3-amb-con-lavadero-villa-crespo-58996953.html
rejected,95000,56,1696,3,"Acevedo 400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-semi-piso-3-amb-con-patio-villa-crespo-58948407.html
pending,95000,42,2262,2,"Arenales 2500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-venta-2-ambientes-recoleta-c-estudio-59097446.html
rejected,,87,,2,"Av Olazabal al 4800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-evoque-olazabal-58374772.html
rejected,70000,45,1556,1,"Luis maria drago 100","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-villa-crespo-capital-58722927.html
pending,90000,57,1579,1,"Llerena 3100","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-monoambiente-patio-amenities-parque-cha-59087157.html
pending,89000,67,1328,3,"Avenida de los Constituyentes 6200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto.-3-amb.-villa-pueyrredon-apto-credito-59099747.html
rejected,99000,55,1800,2,"Colpayo 400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-colpayo-400-venta-2-ambientes-balcon-caballito-apto-58328514.html
rejected,95000,43,2209,2,"Pasaje San Benito de Palermo al 1600","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-en-palermo-las-canitas-58197507.html
pending,85000,48,1771,3,"Gral Jose G. de Artigas  al 2000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-ambientes-y-medio-con-balcon-villa-58047319.html
pending,64900,41,1583,1,"Coronel Apolinario Figueroa 500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-uso-profesional-venta-villa-crespo-58848220.html
pending,92900,54,1720,2,"Alfredo R Bufano 2100","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-2-ambientes-con-patio-bajas-expensas-apto-58984326.html
rejected,62000,54,1148,3,"San Nicolas 2272","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-3-ambientes-villa-del-parque.-con-patio-sin-58621990.html
pending,99000,54,1833,3,"Avenida Lincoln 4629","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-ambientes-planta-baja-en-villa-58996976.html
rejected,95000,41,2317,2,"CABILDO 2100. Entre Juramento y Mendoza","",https://www.zonaprop.com.ar/propiedades/clasificado/veclocin-oppel-oficina-en-venta-belgrano-capital-federal-58656817.html
pending,80000,43,1860,2,"AV Cabildo  al 2300","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-2-amb-bajas-expensas-subte-d-metrobus-56770885.html
rejected,90000,42,2143,2,"Marcos Sastre 3000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-2-ambientes-amenities-ap-credito-villa-del-parque-58845331.html
pending,88000,45,1956,2,"Humboldt al 500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-2-ambientes-en-villa-crespo-55248312.html
pending,89500,44,2034,3,"Aguirre 0","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-con-renta-departamento-3-amb-villa-crespo-58948728.html
pending,72000,45,1600,1,"Laprida al 1500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-monoambiente-en-recoleta-58960100.html
pending,100000,99,1010,2,"Bolivia  al 1300","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-2-ambientes-escritorio-y-terraza-propia-apto-59084659.html
rejected,94000,41,2293,2,"Avenida Cabildo 4300","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-dpto.-2-amb.-lumin-a-prof.-40-52-m-sup2--59056385.html
pending,73000,47,1553,2,"Caracas 2200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-en-vilal-general-mitre-duplex-59098210.html
rejected,88000,42,2095,2,"Avenida Luis María Campos 1400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-belgrano-venta-2-amb.-2do-piso-por-escalera-59008490.html
rejected,98000,47,2085,3,"Avenida Corrientes 5900","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-villa-crespo-capital-58724300.html
pending,85000,46,1848,2,"Pujol 1300","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-caballito-2-amb-46-m-sup2--depto-balcon-apto-credito-58837005.html
rejected,99000,49,2020,2,"Laprida 1358","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-en-recoleta-55864910.html
pending,89000,55,1618,3,"Pedro Lozano 3600","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-dpto.-3-amb.-en-venta-en-villa-del-parque-luminoso-59024666.html
pending,84000,48,1750,3,"Avenida Raúl Scalabrini Ortiz 400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-3-amb-villa-crespo-58623290.html
rejected,88000,44,2000,1,"Riobamba al 800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-recoleta-57477350.html
pending,75000,44,1705,2,"Av. Angel Gallardo al 200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-ambientes-en-villa-crespo-58959892.html
pending,89000,42,2119,2,"Avenida Medrano 1037, Ciudad Autónoma de Buenos Aires, Argentina","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-ambientes-palermo-lavadero-59052709.html
pending,85000,45,1889,2,"Humboldt 500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-amb-villa-crespo-59052311.html
pending,,53,,1,"Av Olazabal al 4800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-o-alquiler-departamento-monoambiente-en-villa-56707184.html
rejected,69999,82,854,,"Avenida Cabildo 2000","",https://www.zonaprop.com.ar/propiedades/clasificado/vecllcin-venta-local-80-m-sup2--galeria-los-andes-belgrano-59078109.html
rejected,85000,41,2073,2,"Avenida Luis María Campos 2 D 1500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-2-ambientes-belgrano-excelente-zona-58972932.html
pending,,52,,2,"Montañeses  al 3100","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-nunez-con-cochera-56963255.html
rejected,85000,43,1977,2,"Av. San Martin  al 3000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-paternal-58722189.html
pending,95000,49,1939,2,"CABILDO, AVDA. 200. Entre Matienzo, Benjamin y Dumont, Santos","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-de-2-ambientes-belgrano-56851237.html
pending,85000,58,1466,3,"TRES ARROYOS 3214 3214","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-ambientes-con-balcon-santa-rita-59010591.html
rejected,100000,40,2500,2,"Av. Triunvirato al 4200 Entre Av. Juramento y Echeverria","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-ambientes-venta-villa-urquiza-58746738.html
rejected,100000,48,2083,2,"Juncal 800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-seguridad-24-hs.-58770948.html
pending,99500,44,2261,3,"Pasaje Achega 2900","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-villa-urquiza-3-ambientes-59031596.html
rejected,95000,44,2159,2,"Charcas 5100","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-en-palermo-58903244.html
rejected,71000,55,1291,2,"Zabala 4000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-2amb-apto-credito-c-balcon-chacarita-58947974.html
pending,74000,43,1721,2,"Juan Agustín García 2700","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-amb.-venta-villa-santa-rita-apc-59007925.html
favorite,75000,52,1442,3,"Tinogasta 3800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-ambientes-en-venta-en-villa-devoto-59058043.html
rejected,70000,45,1556,2,"Luis maria drago 100","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-villa-crespo-capital-58723024.html
rejected,65000,45,1444,2,"Suipacha  al 900 (M. T. de Alvear y Paraguay)","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-2-ambientes-apto-profesional-vivienda-u-58837010.html
rejected,99000,53,1868,1,"Av. San Martín  al 6500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-villa-devoto-58207277.html
pending,85000,46,1848,2,"Manuel Ricardo Trelles  al 2100","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-paternal-2-ambientes-a-m-de-av-san-58573654.html
rejected,98000,44,2227,2,"Superí 3500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-2-amb-c-balcon-saavedra-58904642.html
rejected,,267,,4,"Avenida Del Libertador  al 7400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-cuatro-ambientes-con-dep.-de-serv.-torre-56911042.html
rejected,93000,66,1409,3,"Sanabria al 3200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-en-villa-devoto-3-ambientes-con-57812733.html
pending,90000,61,1475,2,"Pedro Ignacio Rivera al 5200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-villa-urquiza-depto-reciclado-57057153.html
pending,86000,43,2000,2,"Amenabar 600","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-2-ambientes-luminoso-belgrano-58989256.html
pending,99000,55,1800,3,"Pasaje Manuel Sola 4400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-3-amb-frente-balcon-pura-luz-apto-cred-58934326.html
pending,79000,46,1717,2,"Gutenberg 3000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-venta-2-ambientes-terraza-agronomia-58962686.html
pending,90000,48,1875,2,"Sánchez al 2200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-48-m-sup2--con-balcon-58024810.html
pending,81000,44,1841,2,"Zamudio al 5400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-en-2do-piso-por-escalera-de-2-ambientes-con-balcon-59052540.html
pending,,75,,3,"Pasaje San Benito de Palermo 1600","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-y-1-2-ambientes-las-canitas-59101906.html
rejected,90000,48,1875,2,"Sánchez al 2200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-48-m-sup2--con-balcon-58024805.html
pending,90000,50,1800,3,"San Blas 2300","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-3-ambientes-villa-gral.-mitre-con-balcon-59055083.html
pending,99900,45,2220,3,"Avenida Melián 3200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-3-ambientes-piso-alto-luminoso-vista-coghlan-59076367.html
pending,78000,44,1773,2,"Alvarez Jonte  al 1800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-de-2-amb.-con-vista-abierta-en-villa-58904940.html
rejected,90000,45,2000,2,"Av.Juan B Justo 5727","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-dos-ambientes-con-balcon-en-venta-en-villa-santa-rita-50089170.html
pending,89000,49,1816,2,"Santos Dumont al 2500 Entre Zapata y Ciudad de la Paz","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-palermo-hollywood.-2-57812025.html
rejected,95000,41,2317,3,"Laprida al 1100","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-recoleta-55876513.html
rejected,80000,45,1778,1,"TRIUNVIRATO, AV. 2900. Entre Estomba","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-monoambiente-con-balcon-contrafrente.-villa-49603304.html
pending,95000,53,1792,3,"Manuel  Ricardo Trelles al 2100 P2","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-3-ambientes-con-balcon-al-contrafrente-56715390.html
pending,95000,57,1667,1,"Mario Bravo 1000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-amplio-monoambiente-con-balcon-en-palermo-59099949.html
pending,72000,40,1800,1,"Parana al 833","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-monoambiente-en-venta-recoleta-capital-56703068.html
pending,,68,,3,"Gregoria Pérez 3500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-3-amb-frente-balcon-amenities-chacarita-58947828.html
rejected,99000,46,2152,3,"Mario Bravo 1200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-en-palermo-3-ambientes-super-luminoso-59029620.html
pending,63000,40,1575,2,"Avenida Juan B. Justo 3900","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-2-1-2-amb-ap.-cred.-prof.-villa-crespo-58916454.html
pending,74000,41,1805,2,"Campana 4100","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-amb-apto-credito-villa-devoto-59087029.html
pending,87000,44,1977,2,"Juan Agustin Garcia al 2600 Entre Pernambuco y Condarco","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-ambientes-venta-villa-del-parque-58746785.html
rejected,89999,65,1385,2,"Alvarez Jonte 2053","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-hermoso-ph-2-ambientes-reciclado-a-la-venta-en-56824626.html
pending,89000,57,1561,2,"San Blas","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-san-blas-2600-departamento-2-ambientes-con-patio-58194900.html
pending,70000,40,1750,3,"Camarones al 2900 P1","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-3-ambientes-sin-expensas-55762274.html
pending,79900,51,1567,2,"Acevedo 300","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-gran-dos-ambientes-semipiso-51-mluminoso-contrafrente-57744585.html
pending,90000,49,1837,2,"Valdenegro 4530","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-2-amb-al-medio-en-saavedra-58783705.html
pending,,57,,2,"Av. del Libertador 7700","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-ambientes-cochera-torre-amenities-en-58982078.html
pending,72000,47,1532,2,"Pasaje Pinto al 3200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-departamento-tipo-ph-2-ambientes-coghlan-58448956.html
rejected,87000,40,2175,2,"Bulnes 1800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-dos-ambientes-en-palermo-muy-cerca-de-plaza-guadalupe-58033238.html
pending,85000,51,1667,2,"Miller 2500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-en-villa-urquiza-59048507.html
pending,95000,57,1667,1,"Mario Bravo 1000, Ciudad Autónoma de Buenos Aires","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-amplio-monoambiente-c-balcon-todo-sol-palermo-56148788.html
pending,92000,45,2044,1,"Thames 200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-monoambiente-en-venta-villa-crespo-apto-credito-59055852.html
rejected,75000,55,1364,2,"Charcas 4700","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-charcas-473o-con-patio-a-refaccionar-58787772.html
pending,84000,43,1953,2,"Pico 1701","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-nunez-reservado-reservado-reservado-reservado-58118655.html
pending,98000,45,2178,3,"San Luis  al 2900","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-3-ambientes-luminoso-en-exelente-58855428.html
pending,,51,,2,"Juan María Gutiérrez 2775","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-2-amb.-austria-y-gutierrez-56371950.html
rejected,99900,42,2379,2,"Avenida Córdoba 3600","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-2amb-financia-cuotas-oportunidapalermo-59033277.html
pending,99000,42,2357,2,"OLAGUER Y FELIU, VIRREY 2400. Entre Cabildo, Avda. y Ciudad De La Paz","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-ambientes.-olaguer-y-feliu-virrey-al-59103824.html
rejected,90000,48,1875,2,"José A. Cabrera 3300","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-de-2-ambientes-en-recoleta-58951739.html
pending,,44,,2,"Avenida Olazábal 3100","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-2-amb.-con-balcon-y-bajas-expensas!-59081911.html
pending,98000,58,1690,3,"MALABIA 200. Entre Camargo y Padilla","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-ambientes.-malabia-200-58993637.html
rejected,85000,63,1349,3,"Alvarez Prado 2500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-ambientes-impecable-estado-barrio-57295083.html
rejected,82000,42,1952,2,"Dirección no informada","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-plaza-2700-56581588.html
rejected,100000,49,2041,3,"Juramento 5800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto.-3-amb.-en-villa-urquiza-reciclado-59031742.html
pending,82500,45,1833,2,"Avenida Francisco Beiró 2503","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-regio-2-ambientes-c-lavadero-y-baulera.-excelente-58995255.html
pending,99000,53,1868,3,"GENERAL CESAR DIAZ 1850","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-de-ph-3-amb-en-caba-56707457.html
rejected,63000,40,1575,2,"Artigas 3000. Entre Melincue y Nogoyá","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-artigas-3000-villa-del-parque-2amb-u$63.000-58807744.html
pending,85000,46,1848,3,"Zado 3629","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-villa-urquiza-58091474.html
rejected,91000,62,1468,2,"Terrero 2583","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-apto-credito-ph-de-53-m-sup2--con-1-dormitorio-a-la-57739522.html
pending,79000,41,1927,2,"PARAGUAY 2957 PSO. 6","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-de-dto.-de-dos-amb.-en-recoleta-51613318.html
pending,81900,42,1950,1,"CERVIÑO","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-cervino-y-av-coronel-diaz-hermoso-y-nuevo-mono-56293306.html
rejected,75000,54,1389,3,"Avenida Juan B. Justo 4500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-3amb-villa-gral.-mitre-frente-c-balcon-58761875.html
pending,70000,45,1556,2,"Cuenca 3456","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-excelente-departamento-2-ambientes-amplios!-56345862.html
pending,90000,61,1475,3,"Pacheco de Melo 1869","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-3-ambientes-excelente-ubicacion-56172384.html
pending,71900,43,1672,2,"Avenida Teniente General Donato Álvarez 2127","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-ambientes-interno-grande-y-luminoso!-56980606.html
pending,99000,56,1768,3,"Cesar Diaz al 1800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-3-amb-58512922.html
pending,85000,48,1771,3,"Gutenberg al 2800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto.-3-ambientes-en-agronomia-58124624.html
rejected,,143,,,"Honduras","",https://www.zonaprop.com.ar/propiedades/clasificado/vecllcin-excelente-local-apto-todo-rubro-57431211.html
rejected,89000,73,1219,3,"Santo Tome 4700","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-en-monte-castro-56470214.html
pending,95000,48,1979,2,"Doctor Luis Beláustegui 600","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-amb-venta-apto-credito-v.-crespo-58889379.html
rejected,74000,40,1850,2,"Marcelo Torcuato de Alvear 2000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-loft-en-venta-2-ambientes-recoleta-bajas-expensas-59069467.html
pending,78000,42,1857,2,"Aráoz 282","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-de-42-m-sup2--con-1-dormitorio-en-venta-59096496.html
rejected,89000,65,1369,2,"Av Forest 1209","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-sin-expensas!-2-amb-blcon-al-58193779.html
pending,75000,43,1744,2,"Ciudad de la paz","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-amb.-en-ciudad-de-la-paz-55982745.html
pending,96000,53,1811,3,"Avenida San Martin al 4200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-gran-departamento-tres-ambientes-en-villa-del-parque-59095279.html
pending,93000,46,2022,2,"IBERA 2300. Entre Ciudad De La Paz y Cabildo","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-oportunidad-venta-2-ambientes-escucha-oferta-54175405.html
pending,85000,44,1932,2,"Ángel Justiniano Carranza 2200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-dpto-2-amb-palermo-hollywood-a-refaccionar-59037439.html
rejected,99500,42,2369,1,"Uriburu 1468. Entre French y Peña","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-de-monoambiente-en-recoleta-apto-credito-59045032.html
rejected,96000,45,2133,2,"Remedios de Escalada de san Martin  al 2700","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-con-balcon-y-cochera-en-56919489.html
pending,85000,53,1604,2,"Avenida Albarellos 3180","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-duplex-edificio-3-plantas-57024205.html
rejected,100000,44,2273,1,"Avenida Santa Fe 1984","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-ambientes-en-recoleta-sobre-av-58674560.html
rejected,98000,43,2279,2,"Trelles 1900. Entre Camarones y Alejandro MargariÑos Cervantes","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-trelles-1900-villa-g.-mitre-2amb-desde-u$98.000-apto-47045858.html
rejected,90000,61,1475,3,"Oportunidad! Dos Ambientes en Venta. Pacheco de Melo al 1800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-ambientes-en-recoleta-59035926.html
pending,92000,41,2244,2,"Raúl Scalabrini Ortiz 2100","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-palermo-soho-2-ambientes-58587951.html
rejected,95000,46,2065,2,"Nogoya al 4500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-alquiler-departamento-de-2-amb-con-balcon-59040097.html
rejected,100000,45,2222,2,"Soler 3500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-palermo-2-ambientes-refaccionado-funcional-y-58014827.html
rejected,90000,150,600,6,"Libertador 4000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-compro-propiedad-en-caba-59089560.html
rejected,89000,78,1141,3,"ARTIGAS, JOSE G. DE, GRAL. 3000. Entre Nogoya y Melincue","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-3-ambientes-en-villa-del-parque-58378819.html
rejected,1700,102,17,1,"Gallo 1000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-tipo-loft-patio-apto-credito-59069530.html
pending,81500,44,1852,2,"Av. Juan B. Justo 4075","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-paternal-2-ambientes-frente-apto-profesional-58859670.html
favorite,89000,61,1459,2,"Álvarez Jonte 3822","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-excelente-2-ambientes-frente-al-frente-con-balcon-y-58978885.html
pending,89000,54,1648,2,"Nogoyá 3900","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-nogoya-3900-departamento-2-ambientes-al-frente-54-58837089.html
